[2026-07-06 20:53:57] Memory extraction started: total_records=30 output_root=/home/bowenzheng/projects/DimMemTest-test/DimMem/results/memories/run_baseline
[2026-07-06 20:53:57] [record 1/30] question_id=knowledge-update/031748ae_abs | start | done=0 failed=0 skipped=0
[2026-07-06 23:46:37] [record 17/30] question_id=single-session-preference/0edc2aef | window 11/20 (window_index=10) | start
[2026-07-06 23:46:37] [record 17/30] question_id=single-session-preference/0edc2aef | window 11/20 | attempt 1/5
[2026-07-06 23:46:57] [record 17/30] question_id=single-session-preference/0edc2aef | window 11/20 | done ok=True memories=5 elapsed=20.29s
[2026-07-06 23:46:57] [record 17/30] question_id=single-session-preference/0edc2aef | window 12/20 (window_index=11) | start
[2026-07-06 23:46:57] [record 17/30] question_id=single-session-preference/0edc2aef | window 12/20 | attempt 1/5
[2026-07-06 23:47:39] [record 17/30] question_id=single-session-preference/0edc2aef | window 12/20 | done ok=True memories=16 elapsed=41.15s
[2026-07-06 23:47:39] [record 17/30] question_id=single-session-preference/0edc2aef | window 13/20 (window_index=12) | start
[2026-07-06 23:47:39] [record 17/30] question_id=single-session-preference/0edc2aef | window 13/20 | attempt 1/5
[2026-07-06 23:48:22] [record 17/30] question_id=single-session-preference/0edc2aef | window 13/20 | done ok=True memories=9 elapsed=43.37s
[2026-07-06 23:48:22] [record 17/30] question_id=single-session-preference/0edc2aef | window 14/20 (window_index=13) | start
[2026-07-06 23:48:22] [record 17/30] question_id=single-session-preference/0edc2aef | window 14/20 | attempt 1/5
[2026-07-06 23:49:00] [record 17/30] question_id=single-session-preference/0edc2aef | window 14/20 | done ok=True memories=8 elapsed=37.97s
[2026-07-06 23:49:00] [record 17/30] question_id=single-session-preference/0edc2aef | window 15/20 (window_index=14) | start
[2026-07-06 23:49:00] [record 17/30] question_id=single-session-preference/0edc2aef | window 15/20 | attempt 1/5
[2026-07-06 23:49:23] [record 17/30] question_id=single-session-preference/0edc2aef | window 15/20 | done ok=True memories=10 elapsed=23.05s
[2026-07-06 23:49:23] [record 17/30] question_id=single-session-preference/0edc2aef | window 16/20 (window_index=15) | start
[2026-07-06 23:49:23] [record 17/30] question_id=single-session-preference/0edc2aef | window 16/20 | attempt 1/5
[2026-07-06 23:49:59] [record 17/30] question_id=single-session-preference/0edc2aef | window 16/20 | done ok=True memories=6 elapsed=35.66s
[2026-07-06 23:49:59] [record 17/30] question_id=single-session-preference/0edc2aef | window 17/20 (window_index=16) | start
[2026-07-06 23:49:59] [record 17/30] question_id=single-session-preference/0edc2aef | window 17/20 | attempt 1/5
[2026-07-06 23:50:36] [record 17/30] question_id=single-session-preference/0edc2aef | window 17/20 | done ok=True memories=8 elapsed=37.34s
[2026-07-06 23:50:36] [record 17/30] question_id=single-session-preference/0edc2aef | window 18/20 (window_index=17) | start
[2026-07-06 23:50:36] [record 17/30] question_id=single-session-preference/0edc2aef | window 18/20 | attempt 1/5
[2026-07-06 23:51:13] [record 17/30] question_id=single-session-preference/0edc2aef | window 18/20 | done ok=True memories=12 elapsed=36.80s
[2026-07-06 23:51:13] [record 17/30] question_id=single-session-preference/0edc2aef | window 19/20 (window_index=18) | start
[2026-07-06 23:51:13] [record 17/30] question_id=single-session-preference/0edc2aef | window 19/20 | attempt 1/5
[2026-07-06 23:51:34] [record 17/30] question_id=single-session-preference/0edc2aef | window 19/20 | done ok=True memories=6 elapsed=21.08s
[2026-07-06 23:51:34] [record 17/30] question_id=single-session-preference/0edc2aef | window 20/20 (window_index=19) | start
[2026-07-06 23:51:34] [record 17/30] question_id=single-session-preference/0edc2aef | window 20/20 | attempt 1/5
[2026-07-06 23:51:50] [record 17/30] question_id=single-session-preference/0edc2aef | window 20/20 | done ok=True memories=3 elapsed=16.22s
[2026-07-06 23:51:50] [record 17/30] question_id=single-session-preference/0edc2aef | finished | ok_windows=20/20 | total_memories=185
[2026-07-06 23:51:50] [record 17/30] question_id=single-session-preference/0edc2aef | record done | done=17/30 failed=0 skipped=0
[2026-07-06 23:51:50] [record 18/30] question_id=single-session-preference/1da05512 | start | done=17 failed=0 skipped=0
[2026-07-06 23:51:50] [record 18/30] question_id=single-session-preference/1da05512 | windows=19 | start extraction
[2026-07-06 23:51:50] [record 18/30] question_id=single-session-preference/1da05512 | window 1/19 (window_index=0) | start
[2026-07-06 23:51:50] [record 18/30] question_id=single-session-preference/1da05512 | window 1/19 | attempt 1/5
[2026-07-06 23:52:19] [record 18/30] question_id=single-session-preference/1da05512 | window 1/19 | done ok=True memories=8 elapsed=28.82s
[2026-07-06 23:52:19] [record 18/30] question_id=single-session-preference/1da05512 | window 2/19 (window_index=1) | start
[2026-07-06 23:52:19] [record 18/30] question_id=single-session-preference/1da05512 | window 2/19 | attempt 1/5
[2026-07-06 23:52:39] [record 18/30] question_id=single-session-preference/1da05512 | window 2/19 | done ok=True memories=4 elapsed=20.23s
[2026-07-06 23:52:39] [record 18/30] question_id=single-session-preference/1da05512 | window 3/19 (window_index=2) | start
[2026-07-06 23:52:39] [record 18/30] question_id=single-session-preference/1da05512 | window 3/19 | attempt 1/5
[2026-07-06 23:53:28] [record 18/30] question_id=single-session-preference/1da05512 | window 3/19 | done ok=True memories=19 elapsed=48.73s
[2026-07-06 23:53:28] [record 18/30] question_id=single-session-preference/1da05512 | window 4/19 (window_index=3) | start
[2026-07-06 23:53:28] [record 18/30] question_id=single-session-preference/1da05512 | window 4/19 | attempt 1/5
[2026-07-06 23:53:52] [record 18/30] question_id=single-session-preference/1da05512 | window 4/19 | done ok=True memories=8 elapsed=24.35s
[2026-07-06 23:53:52] [record 18/30] question_id=single-session-preference/1da05512 | window 5/19 (window_index=4) | start
[2026-07-06 23:53:52] [record 18/30] question_id=single-session-preference/1da05512 | window 5/19 | attempt 1/5
[2026-07-06 23:54:09] [record 18/30] question_id=single-session-preference/1da05512 | window 5/19 | done ok=True memories=6 elapsed=16.74s
[2026-07-06 23:54:09] [record 18/30] question_id=single-session-preference/1da05512 | window 6/19 (window_index=5) | start
[2026-07-06 23:54:09] [record 18/30] question_id=single-session-preference/1da05512 | window 6/19 | attempt 1/5
[2026-07-06 23:54:36] [record 18/30] question_id=single-session-preference/1da05512 | window 6/19 | done ok=True memories=6 elapsed=26.73s
[2026-07-06 23:54:36] [record 18/30] question_id=single-session-preference/1da05512 | window 7/19 (window_index=6) | start
[2026-07-06 23:54:36] [record 18/30] question_id=single-session-preference/1da05512 | window 7/19 | attempt 1/5
[2026-07-06 23:54:57] [record 18/30] question_id=single-session-preference/1da05512 | window 7/19 | done ok=True memories=7 elapsed=21.34s
[2026-07-06 23:54:57] [record 18/30] question_id=single-session-preference/1da05512 | window 8/19 (window_index=7) | start
[2026-07-06 23:54:57] [record 18/30] question_id=single-session-preference/1da05512 | window 8/19 | attempt 1/5
[2026-07-06 23:55:19] [record 18/30] question_id=single-session-preference/1da05512 | window 8/19 | done ok=True memories=7 elapsed=21.85s
[2026-07-06 23:55:19] [record 18/30] question_id=single-session-preference/1da05512 | window 9/19 (window_index=8) | start
[2026-07-06 23:55:19] [record 18/30] question_id=single-session-preference/1da05512 | window 9/19 | attempt 1/5
[2026-07-06 23:55:47] [record 18/30] question_id=single-session-preference/1da05512 | window 9/19 | done ok=True memories=12 elapsed=28.52s
[2026-07-06 23:55:47] [record 18/30] question_id=single-session-preference/1da05512 | window 10/19 (window_index=9) | start
[2026-07-06 23:55:47] [record 18/30] question_id=single-session-preference/1da05512 | window 10/19 | attempt 1/5
[2026-07-06 23:56:24] [record 18/30] question_id=single-session-preference/1da05512 | window 10/19 | done ok=True memories=8 elapsed=37.03s
[2026-07-06 23:56:24] [record 18/30] question_id=single-session-preference/1da05512 | window 11/19 (window_index=10) | start
[2026-07-06 23:56:24] [record 18/30] question_id=single-session-preference/1da05512 | window 11/19 | attempt 1/5
[2026-07-06 23:56:45] [record 18/30] question_id=single-session-preference/1da05512 | window 11/19 | done ok=True memories=4 elapsed=20.26s
[2026-07-06 23:56:45] [record 18/30] question_id=single-session-preference/1da05512 | window 12/19 (window_index=11) | start
[2026-07-06 23:56:45] [record 18/30] question_id=single-session-preference/1da05512 | window 12/19 | attempt 1/5
[2026-07-06 23:57:24] [record 18/30] question_id=single-session-preference/1da05512 | window 12/19 | done ok=True memories=11 elapsed=39.17s
[2026-07-06 23:57:24] [record 18/30] question_id=single-session-preference/1da05512 | window 13/19 (window_index=12) | start
[2026-07-06 23:57:24] [record 18/30] question_id=single-session-preference/1da05512 | window 13/19 | attempt 1/5
[2026-07-06 23:57:49] [record 18/30] question_id=single-session-preference/1da05512 | window 13/19 | done ok=True memories=10 elapsed=25.15s
[2026-07-06 23:57:49] [record 18/30] question_id=single-session-preference/1da05512 | window 14/19 (window_index=13) | start
[2026-07-06 23:57:49] [record 18/30] question_id=single-session-preference/1da05512 | window 14/19 | attempt 1/5
[2026-07-06 23:58:25] [record 18/30] question_id=single-session-preference/1da05512 | window 14/19 | done ok=True memories=17 elapsed=35.75s
[2026-07-06 23:58:25] [record 18/30] question_id=single-session-preference/1da05512 | window 15/19 (window_index=14) | start
[2026-07-06 23:58:25] [record 18/30] question_id=single-session-preference/1da05512 | window 15/19 | attempt 1/5
[2026-07-06 23:58:54] [record 18/30] question_id=single-session-preference/1da05512 | window 15/19 | done ok=True memories=4 elapsed=29.30s
[2026-07-06 23:58:54] [record 18/30] question_id=single-session-preference/1da05512 | window 16/19 (window_index=15) | start
[2026-07-06 23:58:54] [record 18/30] question_id=single-session-preference/1da05512 | window 16/19 | attempt 1/5
[2026-07-06 23:59:18] [record 18/30] question_id=single-session-preference/1da05512 | window 16/19 | done ok=True memories=6 elapsed=24.02s
[2026-07-06 23:59:18] [record 18/30] question_id=single-session-preference/1da05512 | window 17/19 (window_index=16) | start
[2026-07-06 23:59:18] [record 18/30] question_id=single-session-preference/1da05512 | window 17/19 | attempt 1/5
[2026-07-06 23:59:54] [record 18/30] question_id=single-session-preference/1da05512 | window 17/19 | done ok=True memories=10 elapsed=35.47s
[2026-07-06 23:59:54] [record 18/30] question_id=single-session-preference/1da05512 | window 18/19 (window_index=17) | start
[2026-07-06 23:59:54] [record 18/30] question_id=single-session-preference/1da05512 | window 18/19 | attempt 1/5
[2026-07-07 00:00:18] [record 18/30] question_id=single-session-preference/1da05512 | window 18/19 | done ok=True memories=11 elapsed=24.46s
[2026-07-07 00:00:18] [record 18/30] question_id=single-session-preference/1da05512 | window 19/19 (window_index=18) | start
[2026-07-07 00:00:18] [record 18/30] question_id=single-session-preference/1da05512 | window 19/19 | attempt 1/5
[2026-07-07 00:02:01] [record 18/30] question_id=single-session-preference/1da05512 | window 19/19 | done ok=True memories=8 elapsed=103.07s
[2026-07-07 00:02:01] [record 18/30] question_id=single-session-preference/1da05512 | finished | ok_windows=19/19 | total_memories=166
[2026-07-07 00:02:01] [record 18/30] question_id=single-session-preference/1da05512 | record done | done=18/30 failed=0 skipped=0
[2026-07-07 00:02:01] [record 19/30] question_id=single-session-user/726462e0 | start | done=18 failed=0 skipped=0
[2026-07-07 00:02:01] [record 19/30] question_id=single-session-user/726462e0 | windows=21 | start extraction
[2026-07-07 00:02:01] [record 19/30] question_id=single-session-user/726462e0 | window 1/21 (window_index=0) | start
[2026-07-07 00:02:01] [record 19/30] question_id=single-session-user/726462e0 | window 1/21 | attempt 1/5
[2026-07-07 00:02:35] [record 19/30] question_id=single-session-user/726462e0 | window 1/21 | done ok=True memories=6 elapsed=34.04s
[2026-07-07 00:02:35] [record 19/30] question_id=single-session-user/726462e0 | window 2/21 (window_index=1) | start
[2026-07-07 00:02:35] [record 19/30] question_id=single-session-user/726462e0 | window 2/21 | attempt 1/5
[2026-07-07 00:03:06] [record 19/30] question_id=single-session-user/726462e0 | window 2/21 | done ok=True memories=16 elapsed=31.27s
[2026-07-07 00:03:06] [record 19/30] question_id=single-session-user/726462e0 | window 3/21 (window_index=2) | start
[2026-07-07 00:03:06] [record 19/30] question_id=single-session-user/726462e0 | window 3/21 | attempt 1/5
[2026-07-07 00:03:43] [record 19/30] question_id=single-session-user/726462e0 | window 3/21 | done ok=True memories=20 elapsed=36.59s
[2026-07-07 00:03:43] [record 19/30] question_id=single-session-user/726462e0 | window 4/21 (window_index=3) | start
[2026-07-07 00:03:43] [record 19/30] question_id=single-session-user/726462e0 | window 4/21 | attempt 1/5
[2026-07-07 00:04:04] [record 19/30] question_id=single-session-user/726462e0 | window 4/21 | done ok=True memories=5 elapsed=20.82s
[2026-07-07 00:04:04] [record 19/30] question_id=single-session-user/726462e0 | window 5/21 (window_index=4) | start
[2026-07-07 00:04:04] [record 19/30] question_id=single-session-user/726462e0 | window 5/21 | attempt 1/5
[2026-07-07 00:04:28] [record 19/30] question_id=single-session-user/726462e0 | window 5/21 | done ok=True memories=9 elapsed=23.85s
[2026-07-07 00:04:28] [record 19/30] question_id=single-session-user/726462e0 | window 6/21 (window_index=5) | start
[2026-07-07 00:04:28] [record 19/30] question_id=single-session-user/726462e0 | window 6/21 | attempt 1/5
[2026-07-07 00:05:17] [record 19/30] question_id=single-session-user/726462e0 | window 6/21 | done ok=True memories=15 elapsed=49.04s
[2026-07-07 00:05:17] [record 19/30] question_id=single-session-user/726462e0 | window 7/21 (window_index=6) | start
[2026-07-07 00:05:17] [record 19/30] question_id=single-session-user/726462e0 | window 7/21 | attempt 1/5
[2026-07-07 00:05:47] [record 19/30] question_id=single-session-user/726462e0 | window 7/21 | done ok=True memories=7 elapsed=30.71s
[2026-07-07 00:05:47] [record 19/30] question_id=single-session-user/726462e0 | window 8/21 (window_index=7) | start
[2026-07-07 00:05:47] [record 19/30] question_id=single-session-user/726462e0 | window 8/21 | attempt 1/5
[2026-07-07 00:06:12] [record 19/30] question_id=single-session-user/726462e0 | window 8/21 | done ok=True memories=7 elapsed=24.17s
[2026-07-07 00:06:12] [record 19/30] question_id=single-session-user/726462e0 | window 9/21 (window_index=8) | start
[2026-07-07 00:06:12] [record 19/30] question_id=single-session-user/726462e0 | window 9/21 | attempt 1/5
[2026-07-07 00:06:51] [record 19/30] question_id=single-session-user/726462e0 | window 9/21 | done ok=True memories=8 elapsed=39.50s
[2026-07-07 00:06:51] [record 19/30] question_id=single-session-user/726462e0 | window 10/21 (window_index=9) | start
[2026-07-07 00:06:51] [record 19/30] question_id=single-session-user/726462e0 | window 10/21 | attempt 1/5
[2026-07-07 00:07:20] [record 19/30] question_id=single-session-user/726462e0 | window 10/21 | done ok=True memories=4 elapsed=28.50s
[2026-07-07 00:07:20] [record 19/30] question_id=single-session-user/726462e0 | window 11/21 (window_index=10) | start
[2026-07-07 00:07:20] [record 19/30] question_id=single-session-user/726462e0 | window 11/21 | attempt 1/5
[2026-07-07 00:07:43] [record 19/30] question_id=single-session-user/726462e0 | window 11/21 | done ok=True memories=11 elapsed=23.25s
[2026-07-07 00:07:43] [record 19/30] question_id=single-session-user/726462e0 | window 12/21 (window_index=11) | start
[2026-07-07 00:07:43] [record 19/30] question_id=single-session-user/726462e0 | window 12/21 | attempt 1/5
[2026-07-07 00:08:05] [record 19/30] question_id=single-session-user/726462e0 | window 12/21 | done ok=True memories=5 elapsed=22.36s
[2026-07-07 00:08:05] [record 19/30] question_id=single-session-user/726462e0 | window 13/21 (window_index=12) | start
[2026-07-07 00:08:05] [record 19/30] question_id=single-session-user/726462e0 | window 13/21 | attempt 1/5
[2026-07-07 00:08:24] [record 19/30] question_id=single-session-user/726462e0 | window 13/21 | done ok=True memories=2 elapsed=19.18s
[2026-07-07 00:08:24] [record 19/30] question_id=single-session-user/726462e0 | window 14/21 (window_index=13) | start
[2026-07-07 00:08:24] [record 19/30] question_id=single-session-user/726462e0 | window 14/21 | attempt 1/5
[2026-07-07 00:09:00] [record 19/30] question_id=single-session-user/726462e0 | window 14/21 | done ok=True memories=9 elapsed=35.53s
[2026-07-07 00:09:00] [record 19/30] question_id=single-session-user/726462e0 | window 15/21 (window_index=14) | start
[2026-07-07 00:09:00] [record 19/30] question_id=single-session-user/726462e0 | window 15/21 | attempt 1/5
[2026-07-07 00:09:55] [record 19/30] question_id=single-session-user/726462e0 | window 15/21 | done ok=True memories=19 elapsed=54.56s
[2026-07-07 00:09:55] [record 19/30] question_id=single-session-user/726462e0 | window 16/21 (window_index=15) | start
[2026-07-07 00:09:55] [record 19/30] question_id=single-session-user/726462e0 | window 16/21 | attempt 1/5
[2026-07-07 00:10:26] [record 19/30] question_id=single-session-user/726462e0 | window 16/21 | done ok=True memories=13 elapsed=31.66s
[2026-07-07 00:10:26] [record 19/30] question_id=single-session-user/726462e0 | window 17/21 (window_index=16) | start
[2026-07-07 00:10:26] [record 19/30] question_id=single-session-user/726462e0 | window 17/21 | attempt 1/5
[2026-07-07 00:10:48] [record 19/30] question_id=single-session-user/726462e0 | window 17/21 | done ok=True memories=7 elapsed=21.64s
[2026-07-07 00:10:48] [record 19/30] question_id=single-session-user/726462e0 | window 18/21 (window_index=17) | start
[2026-07-07 00:10:48] [record 19/30] question_id=single-session-user/726462e0 | window 18/21 | attempt 1/5
[2026-07-07 00:11:29] [record 19/30] question_id=single-session-user/726462e0 | window 18/21 | done ok=True memories=10 elapsed=41.42s
[2026-07-07 00:11:29] [record 19/30] question_id=single-session-user/726462e0 | window 19/21 (window_index=18) | start
[2026-07-07 00:11:29] [record 19/30] question_id=single-session-user/726462e0 | window 19/21 | attempt 1/5
[2026-07-07 00:12:13] [record 19/30] question_id=single-session-user/726462e0 | window 19/21 | done ok=True memories=9 elapsed=43.38s
[2026-07-07 00:12:13] [record 19/30] question_id=single-session-user/726462e0 | window 20/21 (window_index=19) | start
[2026-07-07 00:12:13] [record 19/30] question_id=single-session-user/726462e0 | window 20/21 | attempt 1/5
[2026-07-07 00:12:34] [record 19/30] question_id=single-session-user/726462e0 | window 20/21 | done ok=True memories=7 elapsed=21.29s
[2026-07-07 00:12:34] [record 19/30] question_id=single-session-user/726462e0 | window 21/21 (window_index=20) | start
[2026-07-07 00:12:34] [record 19/30] question_id=single-session-user/726462e0 | window 21/21 | attempt 1/5
[2026-07-07 00:12:36] [record 19/30] question_id=single-session-user/726462e0 | window 21/21 | done ok=True memories=0 elapsed=2.11s
[2026-07-07 00:12:36] [record 19/30] question_id=single-session-user/726462e0 | finished | ok_windows=21/21 | total_memories=189
[2026-07-07 00:12:36] [record 19/30] question_id=single-session-user/726462e0 | record done | done=19/30 failed=0 skipped=0
[2026-07-07 00:12:36] [record 20/30] question_id=single-session-user/58bf7951 | start | done=19 failed=0 skipped=0
[2026-07-07 00:12:36] [record 20/30] question_id=single-session-user/58bf7951 | windows=26 | start extraction
[2026-07-07 00:12:36] [record 20/30] question_id=single-session-user/58bf7951 | window 1/26 (window_index=0) | start
[2026-07-07 00:12:36] [record 20/30] question_id=single-session-user/58bf7951 | window 1/26 | attempt 1/5
[2026-07-07 00:13:17] [record 20/30] question_id=single-session-user/58bf7951 | window 1/26 | done ok=True memories=11 elapsed=41.01s
[2026-07-07 00:13:17] [record 20/30] question_id=single-session-user/58bf7951 | window 2/26 (window_index=1) | start
[2026-07-07 00:13:17] [record 20/30] question_id=single-session-user/58bf7951 | window 2/26 | attempt 1/5
[2026-07-07 00:13:50] [record 20/30] question_id=single-session-user/58bf7951 | window 2/26 | done ok=True memories=7 elapsed=32.93s
[2026-07-07 00:13:50] [record 20/30] question_id=single-session-user/58bf7951 | window 3/26 (window_index=2) | start
[2026-07-07 00:13:50] [record 20/30] question_id=single-session-user/58bf7951 | window 3/26 | attempt 1/5
[2026-07-07 00:14:05] [record 20/30] question_id=single-session-user/58bf7951 | window 3/26 | done ok=True memories=3 elapsed=14.66s
[2026-07-07 00:14:05] [record 20/30] question_id=single-session-user/58bf7951 | window 4/26 (window_index=3) | start
[2026-07-07 00:14:05] [record 20/30] question_id=single-session-user/58bf7951 | window 4/26 | attempt 1/5
[2026-07-07 00:14:26] [record 20/30] question_id=single-session-user/58bf7951 | window 4/26 | done ok=True memories=9 elapsed=21.35s
[2026-07-07 00:14:26] [record 20/30] question_id=single-session-user/58bf7951 | window 5/26 (window_index=4) | start
[2026-07-07 00:14:26] [record 20/30] question_id=single-session-user/58bf7951 | window 5/26 | attempt 1/5
[2026-07-07 00:15:15] [record 20/30] question_id=single-session-user/58bf7951 | window 5/26 | done ok=True memories=10 elapsed=48.80s
[2026-07-07 00:15:15] [record 20/30] question_id=single-session-user/58bf7951 | window 6/26 (window_index=5) | start
[2026-07-07 00:15:15] [record 20/30] question_id=single-session-user/58bf7951 | window 6/26 | attempt 1/5
[2026-07-07 00:15:40] [record 20/30] question_id=single-session-user/58bf7951 | window 6/26 | done ok=True memories=6 elapsed=25.44s
[2026-07-07 00:15:40] [record 20/30] question_id=single-session-user/58bf7951 | window 7/26 (window_index=6) | start
[2026-07-07 00:15:40] [record 20/30] question_id=single-session-user/58bf7951 | window 7/26 | attempt 1/5
[2026-07-07 00:16:07] [record 20/30] question_id=single-session-user/58bf7951 | window 7/26 | done ok=True memories=7 elapsed=27.13s
[2026-07-07 00:16:07] [record 20/30] question_id=single-session-user/58bf7951 | window 8/26 (window_index=7) | start
[2026-07-07 00:16:07] [record 20/30] question_id=single-session-user/58bf7951 | window 8/26 | attempt 1/5
[2026-07-07 00:16:29] [record 20/30] question_id=single-session-user/58bf7951 | window 8/26 | done ok=True memories=6 elapsed=21.42s
[2026-07-07 00:16:29] [record 20/30] question_id=single-session-user/58bf7951 | window 9/26 (window_index=8) | start
[2026-07-07 00:16:29] [record 20/30] question_id=single-session-user/58bf7951 | window 9/26 | attempt 1/5
[2026-07-07 00:17:06] [record 20/30] question_id=single-session-user/58bf7951 | window 9/26 | done ok=True memories=7 elapsed=37.25s
[2026-07-07 00:17:06] [record 20/30] question_id=single-session-user/58bf7951 | window 10/26 (window_index=9) | start
[2026-07-07 00:17:06] [record 20/30] question_id=single-session-user/58bf7951 | window 10/26 | attempt 1/5
[2026-07-07 00:17:34] [record 20/30] question_id=single-session-user/58bf7951 | window 10/26 | done ok=True memories=6 elapsed=28.35s
[2026-07-07 00:17:34] [record 20/30] question_id=single-session-user/58bf7951 | window 11/26 (window_index=10) | start
[2026-07-07 00:17:34] [record 20/30] question_id=single-session-user/58bf7951 | window 11/26 | attempt 1/5
[2026-07-07 00:18:03] [record 20/30] question_id=single-session-user/58bf7951 | window 11/26 | done ok=True memories=6 elapsed=28.70s
[2026-07-07 00:18:03] [record 20/30] question_id=single-session-user/58bf7951 | window 12/26 (window_index=11) | start
[2026-07-07 00:18:03] [record 20/30] question_id=single-session-user/58bf7951 | window 12/26 | attempt 1/5
[2026-07-07 00:18:33] [record 20/30] question_id=single-session-user/58bf7951 | window 12/26 | done ok=True memories=10 elapsed=29.60s
[2026-07-07 00:18:33] [record 20/30] question_id=single-session-user/58bf7951 | window 13/26 (window_index=12) | start
[2026-07-07 00:18:33] [record 20/30] question_id=single-session-user/58bf7951 | window 13/26 | attempt 1/5
[2026-07-07 00:18:45] [record 20/30] question_id=single-session-user/58bf7951 | window 13/26 | done ok=True memories=6 elapsed=12.46s
[2026-07-07 00:18:45] [record 20/30] question_id=single-session-user/58bf7951 | window 14/26 (window_index=13) | start
[2026-07-07 00:18:45] [record 20/30] question_id=single-session-user/58bf7951 | window 14/26 | attempt 1/5
[2026-07-07 00:19:06] [record 20/30] question_id=single-session-user/58bf7951 | window 14/26 | done ok=True memories=9 elapsed=21.17s
[2026-07-07 00:19:06] [record 20/30] question_id=single-session-user/58bf7951 | window 15/26 (window_index=14) | start
[2026-07-07 00:19:06] [record 20/30] question_id=single-session-user/58bf7951 | window 15/26 | attempt 1/5
[2026-07-07 00:19:31] [record 20/30] question_id=single-session-user/58bf7951 | window 15/26 | done ok=True memories=5 elapsed=24.21s
[2026-07-07 00:19:31] [record 20/30] question_id=single-session-user/58bf7951 | window 16/26 (window_index=15) | start
[2026-07-07 00:19:31] [record 20/30] question_id=single-session-user/58bf7951 | window 16/26 | attempt 1/5
[2026-07-07 00:19:49] [record 20/30] question_id=single-session-user/58bf7951 | window 16/26 | done ok=True memories=3 elapsed=18.44s
[2026-07-07 00:19:49] [record 20/30] question_id=single-session-user/58bf7951 | window 17/26 (window_index=16) | start
[2026-07-07 00:19:49] [record 20/30] question_id=single-session-user/58bf7951 | window 17/26 | attempt 1/5
[2026-07-07 00:20:03] [record 20/30] question_id=single-session-user/58bf7951 | window 17/26 | done ok=True memories=2 elapsed=13.53s
[2026-07-07 00:20:03] [record 20/30] question_id=single-session-user/58bf7951 | window 18/26 (window_index=17) | start
[2026-07-07 00:20:03] [record 20/30] question_id=single-session-user/58bf7951 | window 18/26 | attempt 1/5
[2026-07-07 00:20:21] [record 20/30] question_id=single-session-user/58bf7951 | window 18/26 | done ok=True memories=6 elapsed=18.77s
[2026-07-07 00:20:21] [record 20/30] question_id=single-session-user/58bf7951 | window 19/26 (window_index=18) | start
[2026-07-07 00:20:21] [record 20/30] question_id=single-session-user/58bf7951 | window 19/26 | attempt 1/5
[2026-07-07 00:20:46] [record 20/30] question_id=single-session-user/58bf7951 | window 19/26 | done ok=True memories=5 elapsed=24.50s
[2026-07-07 00:20:46] [record 20/30] question_id=single-session-user/58bf7951 | window 20/26 (window_index=19) | start
[2026-07-07 00:20:46] [record 20/30] question_id=single-session-user/58bf7951 | window 20/26 | attempt 1/5
[2026-07-07 00:21:17] [record 20/30] question_id=single-session-user/58bf7951 | window 20/26 | done ok=True memories=12 elapsed=31.15s
[2026-07-07 00:21:17] [record 20/30] question_id=single-session-user/58bf7951 | window 21/26 (window_index=20) | start
[2026-07-07 00:21:17] [record 20/30] question_id=single-session-user/58bf7951 | window 21/26 | attempt 1/5
[2026-07-07 00:21:47] [record 20/30] question_id=single-session-user/58bf7951 | window 21/26 | done ok=True memories=6 elapsed=30.20s
[2026-07-07 00:21:47] [record 20/30] question_id=single-session-user/58bf7951 | window 22/26 (window_index=21) | start
[2026-07-07 00:21:47] [record 20/30] question_id=single-session-user/58bf7951 | window 22/26 | attempt 1/5
[2026-07-07 00:21:59] [record 20/30] question_id=single-session-user/58bf7951 | window 22/26 | done ok=True memories=1 elapsed=11.88s
[2026-07-07 00:21:59] [record 20/30] question_id=single-session-user/58bf7951 | window 23/26 (window_index=22) | start
[2026-07-07 00:21:59] [record 20/30] question_id=single-session-user/58bf7951 | window 23/26 | attempt 1/5
[2026-07-07 00:22:13] [record 20/30] question_id=single-session-user/58bf7951 | window 23/26 | done ok=True memories=0 elapsed=13.99s
[2026-07-07 00:22:13] [record 20/30] question_id=single-session-user/58bf7951 | window 24/26 (window_index=23) | start
[2026-07-07 00:22:13] [record 20/30] question_id=single-session-user/58bf7951 | window 24/26 | attempt 1/5
[2026-07-07 00:22:46] [record 20/30] question_id=single-session-user/58bf7951 | window 24/26 | done ok=True memories=2 elapsed=33.38s
[2026-07-07 00:22:46] [record 20/30] question_id=single-session-user/58bf7951 | window 25/26 (window_index=24) | start
[2026-07-07 00:22:46] [record 20/30] question_id=single-session-user/58bf7951 | window 25/26 | attempt 1/5
[2026-07-07 00:23:17] [record 20/30] question_id=single-session-user/58bf7951 | window 25/26 | done ok=True memories=10 elapsed=30.34s
[2026-07-07 00:23:17] [record 20/30] question_id=single-session-user/58bf7951 | window 26/26 (window_index=25) | start
[2026-07-07 00:23:17] [record 20/30] question_id=single-session-user/58bf7951 | window 26/26 | attempt 1/5
[2026-07-07 00:23:38] [record 20/30] question_id=single-session-user/58bf7951 | window 26/26 | done ok=True memories=2 elapsed=21.46s
[2026-07-07 00:23:38] [record 20/30] question_id=single-session-user/58bf7951 | finished | ok_windows=26/26 | total_memories=157
[2026-07-07 00:23:38] [record 20/30] question_id=single-session-user/58bf7951 | record done | done=20/30 failed=0 skipped=0
[2026-07-07 00:23:38] [record 21/30] question_id=single-session-user/60d45044 | start | done=20 failed=0 skipped=0
